SampleID,SampleIDR,SampleType,SampleNeg,SampleOrNeg,SampleType2,SwabType,ExtractionDate,ExtractionStaff,ExtractionKit,DNAConc (ng/ul),ElutionVolume (uL),Notes,DNA.Plate,Well,SequencingRun,TidalZone,SubstrateDepth,Host,Radiusmm,Project,SiteType,LocationType,SiteID,Site,Date,Year,Month,YearMonth,Day,DayOfYear,WastingScore,WastingCategory,DermisType,SSWD,Sterivex,PCRcycles,LifeStage,Sequenced?,ReadCount,Season,Disease_Status_Star,DermisType2
SMIC0191,SMIC0191,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.488,50,,Plate 1,8F,smic_run1,intertidal,Rock,Dermasterias imbricata,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0181,,30,Adult,Yes,18702,Summer,healthy,H_healthy
SMIC0197,SMIC0197,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.934,50,,Plate 1,8G,smic_run1,intertidal,Rock,Dermasterias imbricata,70,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0185,,30,Adult,Yes,26245,Summer,healthy,H_healthy
SMIC0198,SMIC0198,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.863,50,,Plate 1,8H,smic_run1,intertidal,Rock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0186,,30,Adult,Yes,23694,Summer,healthy,H_healthy
SMIC0213,SMIC0213,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.403,50,,Plate 1,9A,smic_run1,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0197,,30,Adult,Yes,26157,Summer,healthy,H_healthy
SMIC0214,SMIC0214,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.44,50,,Plate 1,9B,smic_run1,intertidal,Rock,Pisaster ochraceus,100,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0198,,30,Adult,Yes,33351,Summer,healthy,H_healthy
SMIC0215,SMIC0215,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.324,50,,Plate 1,9C,smic_run1,intertidal,Rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0199,,30,Adult,Yes,25203,Summer,healthy,H_healthy
SMIC0226,SMIC0226,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,2.819,50,,Plate 1,9D,smic_run1,intertidal,Rock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0209,,30,Adult,Yes,16083,Summer,healthy,H_healthy
SMIC0231,SMIC0231,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.825,50,,Plate 1,9E,smic_run1,intertidal,Rock,Dermasterias imbricata,25,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0212,,30,Juvenile,Yes,20337,Summer,healthy,H_healthy
SMIC0235,SMIC0235,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,2.121,50,,Plate 1,9F,smic_run1,intertidal,Rock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0208,,30,Adult,Yes,32165,Summer,healthy,H_healthy
SMIC0253,SMIC0253,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.855,50,,Plate 1,9G,smic_run1,intertidal,Rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,0,Healthy,H,SSWD0227,,30,Adult,Yes,31723,Summer,healthy,H_healthy
SMIC0254,SMIC0254,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.291,50,,Plate 1,9H,smic_run1,intertidal,Rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,1,Mild,H,SSWD0228,,30,Adult,Yes,25734,Summer,diseased,H_diseased
SMIC0256,SMIC0256,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.616,50,,Plate 1,10A,smic_run1,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,0,Healthy,H,SSWD0229,,30,Adult,Yes,30697,Summer,healthy,H_healthy
SMIC0280,SMIC0280,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,2.726,50,,Plate 1,10B,smic_run1,intertidal,Rock,Dermasterias imbricata,40,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,0,Healthy,H,SSWD0246,,30,Adult,Yes,45923,Summer,healthy,H_healthy
Ext_Neg_P1_10C,SSWDN005,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.15,50,SSWDN005,Plate 1,10C,smic_run1,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC0281,SMIC0281,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,3.026,50,,Plate 1,10D,smic_run1,intertidal,Rock,Dermasterias imbricata,30,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,0,Healthy,H,SSWD0247,,30,Juvenile,Yes,49364,Summer,healthy,H_healthy
SMIC0282,SMIC0282,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.713,50,,Plate 1,10E,smic_run1,intertidal,Rock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,0,Healthy,H,SSWD0248,,30,Adult,Yes,21215,Summer,healthy,H_healthy
SMIC0469,SMIC0469,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.746,50,,Plate 1,10F,smic_run1,intertidal,bedrock,Dermasterias imbricata,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-11-15,2020,11,2020_11,15,320,0,Healthy,H,SSWD0422,CMIC695,30,Adult,Yes,31708,Fall,healthy,H_healthy
SMIC0471,SMIC0471,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.569,50,,Plate 1,10G,smic_run1,intertidal,bedrock,Dermasterias imbricata,30,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-11-15,2020,11,2020_11,15,320,0,Healthy,H,SSWD0424,CMIC695,30,Juvenile,Yes,29930,Fall,healthy,H_healthy
SMIC0472,SMIC0472,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.452,50,,Plate 1,10H,smic_run1,intertidal,bedrock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-11-15,2020,11,2020_11,15,320,0,Healthy,H,SSWD0425,CMIC695,30,Adult,Yes,20301,Fall,healthy,H_healthy
SMIC0550,SMIC0550,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.222,50,,Plate 1,11A,smic_run1,intertidal,bedrock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-02-09,2021,2,2021_2,9,40,0,Healthy,H,SSWD0468,CMIC569,30,Adult,Yes,26694,Winter,healthy,H_healthy
SMIC0551,SMIC0551,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.635,50,,Plate 1,11B,smic_run1,intertidal,bedrock,Dermasterias imbricata,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-02-09,2021,2,2021_2,9,40,0,Healthy,H,SSWD0469,CMIC569,30,Adult,Yes,14300,Winter,healthy,H_healthy
SMIC0552,SMIC0552,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,5.174,50,,Plate 1,11C,smic_run1,intertidal,bedrock,Dermasterias imbricata,40,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2021-02-09,2021,2,2021_2,9,40,0,Healthy,H,SSWD0470,CMIC569,30,Adult,Yes,25925,Winter,healthy,H_healthy
SMIC0581,SMIC0581,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.342,50,,Plate 1,11D,smic_run1,intertidal,bedrock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2021-02-11,2021,2,2021_2,11,42,0,Healthy,H,SSWD0499,CMIC571,30,Adult,Yes,18843,Winter,healthy,H_healthy
SMIC0582,SMIC0582,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,1.725,50,,Plate 1,11E,smic_run1,intertidal,bedrock,Dermasterias imbricata,70,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2021-02-11,2021,2,2021_2,11,42,0,Healthy,H,SSWD0500,CMIC571,30,Adult,Yes,45023,Winter,healthy,H_healthy
SMIC0583,SMIC0583,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.889,50,,Plate 1,11F,smic_run1,intertidal,bedrock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2021-02-11,2021,2,2021_2,11,42,0,Healthy,H,SSWD0501,CMIC571,30,Adult,Yes,30435,Winter,healthy,H_healthy
SMIC0710,SMIC0710,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.24,50,,Plate 1,11G,smic_run1,intertidal,bedrock,Dermasterias imbricata,60,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2021-05-29,2021,5,2021_5,29,149,0,Healthy,H,SSWD0642,CMIC587,30,Adult,Yes,29574,Spring,healthy,H_healthy
SMIC0712,SMIC0712,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.376,50,,Plate 1,11H,smic_run1,intertidal,bedrock,Dermasterias imbricata,40,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2021-05-29,2021,5,2021_5,29,149,0,Healthy,H,SSWD0643,CMIC587,30,Adult,Yes,22394,Spring,healthy,H_healthy
SMIC0714,SMIC0714,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.237,50,,Plate 1,12A,smic_run1,intertidal,bedrock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2021-05-29,2021,5,2021_5,29,149,0,Healthy,H,SSWD0644,CMIC587,30,Adult,Yes,28895,Spring,healthy,H_healthy
SMIC0728,SMIC0728,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,8.09,50,,Plate 1,12B,smic_run1,intertidal,bedrock,Dermasterias imbricata,70,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2021-05-29,2021,5,2021_5,29,149,0,Healthy,H,SSWD0630,CMIC586,30,Adult,Yes,48798,Spring,healthy,H_healthy
SMIC0736,SMIC0736,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.963,50,,Plate 1,12C,smic_run1,intertidal,bedrock,Dermasterias imbricata,30,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2021-05-29,2021,5,2021_5,29,149,0,Healthy,H,SSWD0632,CMIC586,30,Juvenile,Yes,48418,Spring,healthy,H_healthy
SMIC0738,SMIC0738,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.863,50,,Plate 1,12D,smic_run1,intertidal,bedrock,Dermasterias imbricata,40,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2021-05-29,2021,5,2021_5,29,149,0,Healthy,H,SSWD0631,CMIC586,30,Adult,Yes,57418,Spring,healthy,H_healthy
SMIC0754,SMIC0754,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.172,50,,Plate 1,12E,smic_run1,intertidal,bedrock,Dermasterias imbricata,100,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2021-06-25,2021,6,2021_6,25,176,0,Healthy,H,SSWD0670,CMIC589,30,Adult,Yes,32117,Summer,healthy,H_healthy
SMIC0759,SMIC0759,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.346,50,,Plate 1,12F,smic_run1,intertidal,bedrock,Dermasterias imbricata,50,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2021-06-25,2021,6,2021_6,25,176,0,Healthy,H,SSWD0675,CMIC589,30,Adult,Yes,35672,Summer,healthy,H_healthy
SMIC0760,SMIC0760,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.476,50,,Plate 1,12G,smic_run1,intertidal,bedrock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2021-06-25,2021,6,2021_6,25,176,0,Healthy,H,SSWD0676,CMIC589,30,Adult,No,#N/A,Summer,healthy,H_healthy
PCR_Neg_P1,SSWDN006,Swab,Negative,PCRNeg,SwabPCRNeg,NA,NA,Carolyn Prentice,NA,0.09,50,SSWDN006,Plate 1,12H,smic_run1,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
QSMIC0026,QSMIC026,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.822,50,,Plate 2,1A,smic_run1,intertidal,bedrock,Pisaster ochraceus,95,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2021-05-27,2021,5,2021_5,27,147,4,Severe,L,QSSWD0025,QMIC4255,30,Adult,Yes,32108,Spring,diseased,L_diseased
QSMIC0034,QSMIC034,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.969,50,,Plate 2,1B,smic_run1,intertidal,bedrock,Pisaster ochraceus,175,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2021-05-27,2021,5,2021_5,27,147,1,Mild,L,QSSWD0032,QMIC4255,30,Adult,Yes,30404,Spring,diseased,L_diseased
QSMIC0036,QSMIC036,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.812,50,,Plate 2,1C,smic_run1,intertidal,bedrock,Pisaster ochraceus,120,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2021-05-27,2021,5,2021_5,27,147,1,Mild,L,QSSWD0033,QMIC4255,30,Adult,Yes,23776,Spring,diseased,L_diseased
SMIC0062,SMIC0062,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.213,50,,Plate 2,1D,smic_run1,subtidal,sand,Pycnopodia helianthoides,NA,seagrass,Calvert,OuterIslands,SEA02,choked pass,2020-05-17,2020,5,2020_5,17,138,0,Healthy,H,SSWD0059,CMIC387,30,Adult,Yes,#N/A,Spring,healthy,H_healthy
SMIC0063,SMIC0063,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.211,50,,Plate 2,1E,smic_run1,subtidal,sand,Pycnopodia helianthoides,NA,seagrass,Calvert,OuterIslands,SEA02,choked pass,2020-05-17,2020,5,2020_5,17,138,0,Healthy,H,SSWD0060,CMIC387,30,Adult,Yes,18128,Spring,healthy,H_healthy
SMIC0064-32,SMIC0064,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.236,50,,Plate 2,1F,smic_run1,subtidal,sand,Pycnopodia helianthoides,NA,seagrass,Calvert,OuterIslands,SEA02,choked pass,2020-05-17,2020,5,2020_5,17,138,0,Healthy,H,SSWD0061,CMIC387,30,Adult,No,1918,Spring,healthy,H_healthy
SMIC0077,SMIC0077,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.225,50,,Plate 2,1G,smic_run1,subtidal,mud,Pycnopodia helianthoides,NA,herring,Calvert,OuterIslands,SHORE04,kwakshua - general,2020-05-18,2020,5,2020_5,18,139,0,Healthy,H,SSWD0074,CMIC388,30,Adult,Yes,#N/A,Spring,healthy,H_healthy
SMIC0078,SMIC0078,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.246,50,,Plate 2,1H,smic_run1,subtidal,mud,Pycnopodia helianthoides,NA,herring,Calvert,OuterIslands,SHORE04,kwakshua - general,2020-05-18,2020,5,2020_5,18,139,0,Healthy,H,SSWD0075,CMIC388,30,Adult,Yes,#N/A,Spring,healthy,H_healthy
SMIC0079,SMIC0079,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.277,50,,Plate 2,2A,smic_run1,subtidal,mud,Pycnopodia helianthoides,NA,herring,Calvert,OuterIslands,SHORE04,kwakshua - general,2020-05-18,2020,5,2020_5,18,139,0,Healthy,H,SSWD0076,CMIC388,30,Adult,Yes,13398,Spring,healthy,H_healthy
SMIC0102,SMIC0102,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.389,50,,Plate 2,2B,smic_run1,subtidal,boulder,Pycnopodia helianthoides,NA,macro,Calvert,OuterIslands,MACRO2,meay,2020-05-19,2020,5,2020_5,19,140,0,Healthy,H,SSWD0099,CMIC390,30,Adult,Yes,27344,Spring,healthy,H_healthy
SMIC0103,SMIC0103,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.684,50,,Plate 2,2C,smic_run1,subtidal,boulder,Pycnopodia helianthoides,NA,macro,Calvert,OuterIslands,MACRO2,meay,2020-05-19,2020,5,2020_5,19,140,0,Healthy,H,SSWD0100,CMIC390,30,Adult,Yes,25940,Spring,healthy,H_healthy
Ext_Neg_P2_2D,SSWDN007,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.36,50,SSWDN007,Plate 2,2D,smic_run1,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC0104,SMIC0104,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,1.622,50,,Plate 2,2E,smic_run1,subtidal,boulder,Pycnopodia helianthoides,NA,macro,Calvert,OuterIslands,MACRO2,meay,2020-05-19,2020,5,2020_5,19,140,0,Healthy,H,SSWD0101,CMIC390,30,Adult,Yes,24526,Spring,healthy,H_healthy
SMIC0179,SMIC0179,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.582,50,,Plate 2,2F,smic_run1,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,1,Mild,L,SSWD0169,,30,Adult,Yes,40998,Summer,diseased,L_diseased
SMIC0184,SMIC0184,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.244,50,,Plate 2,2G,smic_run1,intertidal,Rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,4,Severe,L,SSWD0174,,30,Adult,Yes,37033,Summer,diseased,L_diseased
SMIC0189,SMIC0189,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,6.544,50,,Plate 2,2H,smic_run1,intertidal,Rock,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,4,Severe,L,SSWD0179,,30,Adult,Yes,15658,Summer,diseased,L_diseased
SMIC0224,SMIC0224,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,1.487,50,,Plate 2,3A,smic_run1,intertidal,Rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,4,Severe,L,SSWD0207,,30,Adult,Yes,32200,Summer,diseased,L_diseased
SMIC0228,SMIC0228,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.54,50,,Plate 2,3B,smic_run1,intertidal,Rock,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,1,Mild,L,SSWD0210,,30,Adult,Yes,26847,Summer,diseased,L_diseased
SMIC0230,SMIC0230,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.69,50,,Plate 2,3C,smic_run1,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,1,Mild,L,SSWD0211,,30,Adult,Yes,33187,Summer,diseased,L_diseased
SMIC0255,SMIC0255,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.187,50,,Plate 2,3D,smic_run1,intertidal,Rock,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,1,Mild,L,SSWD0228,,30,Adult,Yes,39602,Summer,diseased,L_diseased
SMIC0258,SMIC0258,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.451,50,,Plate 2,3E,smic_run1,intertidal,Rock,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,1,Mild,L,SSWD0230,,30,Juvenile,Yes,#N/A,Summer,diseased,L_diseased
SMIC0260,SMIC0260,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.534,50,,Plate 2,3F,smic_run1,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-08-20,2020,8,2020_8,20,233,1,Mild,L,SSWD0231,,30,Adult,Yes,35965,Summer,diseased,L_diseased
SMIC0290,SMIC0290,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.449,50,,Plate 2,3G,smic_run1,subtidal,Rock,Pycnopodia helianthoides,24,herring,Calvert,OuterIslands,SHORE04,kwakshua - general,2020-08-21,2020,8,2020_8,21,234,0,Healthy,H,SSWD0256,,30,Juvenile,Yes,40132,Summer,healthy,H_healthy
SMIC0291,SMIC0291,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.245,50,,Plate 2,3H,smic_run1,subtidal,Rock,Pycnopodia helianthoides,21,herring,Calvert,OuterIslands,SHORE04,kwakshua - general,2020-08-21,2020,8,2020_8,21,234,0,Healthy,H,SSWD0257,,30,Juvenile,Yes,#N/A,Summer,healthy,H_healthy
Ext_Neg_P2_4A,SSWDN008,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.197,50,SSWDN008,Plate 2,4A,smic_run1,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC0293,SMIC0293,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.189,50,,Plate 2,4B,smic_run1,subtidal,Rock,Pycnopodia helianthoides,11,herring,Calvert,OuterIslands,SHORE04,kwakshua - general,2020-08-21,2020,8,2020_8,21,234,0,Healthy,H,SSWD0258,,30,Juvenile,Yes,13237,Summer,healthy,H_healthy
SMIC0315,SMIC0315,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.187,50,,Plate 2,4C,smic_run1,subtidal,rock,Pycnopodia helianthoides,64,herring,Calvert,OuterIslands,SHORE01,mustang - general,2020-08-23,2020,8,2020_8,23,236,0,Healthy,H,SSWD0282,,30,Adult,Yes,#N/A,Summer,healthy,H_healthy
SMIC0316,SMIC0316,Swab,Sample,Sample,SwabSample,Cotton,2022-03-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,0.188,50,,Plate 2,4D,smic_run1,subtidal,sand/shell,Pycnopodia helianthoides,36,herring,Calvert,OuterIslands,SHORE01,mustang - general,2020-08-23,2020,8,2020_8,23,236,0,Healthy,H,SSWD0283,,30,Adult,Yes,#N/A,Summer,healthy,H_healthy
